title,rating_count,console,genres,average_rating
Eternal Arcadia @Barai Version,6,sega_dreamcast,Adventure| Role-Playing,5.0
Eternal Champions,76,sega_megadrive,Fighting,4.868421052631579
Eternal Eyes,146,ps_one,Strategy| Role-Playing,4.54
Eternal Poison,118,ps2,Strategy| Role-Playing,4.69
Eternal Quest,8,ps2,Role-Playing,5.0
Eternal Ring,65,ps2,Action| Adventure| Role-Playing,4.84276923076923
Europe Sensen,4,super_nintendo,Strategy,5.0
European Super League,18,sega_dreamcast,Sports,4.39
Eve Burst Error,195,sega_saturn,Adventure,4.62
Eve New Generation,31,ps2,Adventure,4.58
Eve Zero Perfect Edition - Ark Of The Matter,5,sega_dreamcast,Adventure,5.0
Ever17 - The Out Of Infinity,5,sega_dreamcast,Adventure| Text Adventure,5.0
Everblue,10,ps2,Simulation,4.7
Everblue 2,18,ps2,Role-Playing| Simulation,4.72
Evergrace,63,ps2,Action| Role-Playing,4.351111111111111
Everquest - Online Adventures,28,ps2,MMORPG,4.858571428571429
Everybody'S Tennis,35,ps2,Tennis,4.94
Evil Dead - A Fistful Of Boomstick,117,ps2,Action| Adventure,4.428888888888889
Evil Dead - Hail To The King,244,ps_one|sega_dreamcast,Action| Adventure,4.460819672131148
Evil Dead - Regeneration,178,ps2,Action| Adventure,4.552696629213483
Evil Twin - Cyprien'S Chronicles,61,sega_dreamcast|ps2,|Action-Adventure,4.718360655737705
Evil Zone,129,ps_one,Action| Fighting,4.59
Evo'S Space Adventures,15,ps_one,Action| Puzzle| Platformer,5.0
Evolution - The World Of Sacred Device,55,sega_dreamcast,Adventure| Role-Playing|Role-Playing| Simulation,4.493636363636364
Evolution 2 - Far Off Promise,39,sega_dreamcast,Adventure| Role-Playing,4.2299999999999995
Evolution Gt,25,ps2,Driving/Racing| Simulation,4.48
Evolution Skateboarding,45,ps2,Skateboarding,4.5553333333333335
Evolution Snowboarding,8,ps2,Snowboarding/Skiing,4.88
Ex-Mutants,10,sega_megadrive,Action,4.6
Ex-Ranza,16,sega_megadrive,Action| Shooter,4.7524999999999995
Excitebike,603,nes,Sports| Driving/Racing,4.600398009950249
Excitebike 64,206,n64,Driving/Racing,4.5705825242718445
Exciting Boxing,14,nes,Boxing,4.14
Exed Exes,14,nes,Shoot Em Up,4.0
Exerion,33,nes,Shoot Em Up,4.33
Exhaust Heat,23,super_nintendo,Driving/Racing,5.0
Exhumed,206,ps_one|sega_saturn,Action| Adventure| First-Person Shooter,4.5921359223300975
Exile,11,sega_megadrive,Action| Role-Playing| Platformer| Action-Adventure,4.55
Exo Squad,20,sega_megadrive,Action,4.898000000000001
Exodus Guilty,26,ps_one,Adventure,4.58
Exodus Guilty Neos,7,sega_dreamcast,Adventure,4.86
Expendable,30,sega_dreamcast,Action| Shooter,4.33
Extermination,78,ps2,Action,4.682948717948719
Extra Innings,13,super_nintendo,Sports| Baseball,4.77
Extreme 500,12,ps_one,Sports| Driving/Racing,4.67
Extreme Pinball,15,ps_one,Pinball,4.33
Extreme-G,248,n64,Driving/Racing,4.554435483870968
Extreme-G Xg2,92,n64,Driving/Racing,4.390434782608695
Exzeus,10,ps2,Action| Shooter| Flight Simulator,4.6
Eye Of The Beholder,45,super_nintendo,Action| Role-Playing,4.356
Eyetoy - Antigrav,26,ps2,Sports| Driving/Racing,4.81
Eyetoy - Chat,9,ps2,Strategy,4.33
Eyetoy - Groove,20,ps2,Action,4.5545
Eyetoy - Kinetic,21,ps2,Sports| Simulation| Educational| Minigame Collection,4.712857142857143
Eyetoy - Kinetic Combat,21,ps2,Sports| Simulation| Educational| Minigame Collection,4.38
Eyetoy - Operation Spy,15,ps2,Action| Adventure,4.67
Eyetoy - Play,41,ps2,Action| Minigame Collection,4.5129268292682925
Eyetoy - Play 2,327,ps2,Action| Sports| Simulation,4.352110091743119
Eyetoy - Play 3,22,ps2,Action| Minigame Collection,4.23
Eyetoy - Play Astro Zoo,13,ps2,Minigame Collection,4.69
Eyetoy - Play Hero,11,ps2,Action| Minigame Collection,4.45
Eyetoy - Play Sports,16,ps2,Minigame Collection,5.0
F-1 Grand Prix,11,super_nintendo,Driving/Racing,4.91
F-1 Grand Prix - Part Ii,19,super_nintendo,Driving/Racing,4.37
F-1 Grand Prix - Part Iii,19,super_nintendo,Driving/Racing,4.68
F-1 Race,197,nes,Driving/Racing,4.38
F-1 Sensation,322,nes,Driving/Racing,3.4700000000000006
F-1 World Grand Prix,6493,n64,Driving/Racing| Simulation,4.226148159556446
F-1 World Grand Prix Ii,681,n64,Driving/Racing| Simulation,4.45
F-117 Night Storm,8,sega_megadrive,Flight Simulator,4.75
F-15 Strike Eagle,56,nes,Action| Simulation| Flight Simulator,4.019285714285714
F-15 Strike Eagle Ii,20,sega_megadrive,Action| Simulation,4.952
F-22 Interceptor,21,sega_megadrive,Action| Flight Simulator,5.0
F.A. Manager,36,ps_one,Sports,4.81
F.A. Premier League Stars The,42,ps_one,Sports,4.52
F1,13,sega_megadrive,Sports| Driving/Racing| Simulation,4.31
F1 - World Championship Edition,22,sega_megadrive,Sports| Driving/Racing,4.82
F1 2000,193,ps_one,|Driving/Racing| Simulation,4.5180310880829015
F1 2001,103,ps2,Driving/Racing| Simulation,4.35
F1 2002,134,ps2,Driving/Racing| Simulation,4.13
F1 Career Challenge,106,ps2,Sports| Driving/Racing| Simulation,4.255471698113207
F1 Championship Season 2000,126,ps_one|ps2,Driving/Racing,4.18904761904762
F1 Pole Position,33,super_nintendo,Driving/Racing,4.666666666666667
F1 Pole Position 2,14,super_nintendo,Driving/Racing,4.93
F1 Pole Position 64,54,n64,Driving/Racing| Simulation,3.5
F1 Racing Championship,150,n64|ps_one|sega_dreamcast|ps2,|Driving/Racing| Simulation,4.2244
F1 Roc - Race Of Champions,20,super_nintendo,Driving/Racing,4.65
F1 Roc Ii - Race Of Champions,19,super_nintendo,Driving/Racing,4.84
F1 World Grand Prix,51,ps_one,Driving/Racing| Simulation,4.492156862745097
F1 World Grand Prix - 1999 Season,11,ps_one,Sports,4.55
F1 World Grand Prix 2000,41,ps_one,Driving/Racing| Simulation,4.46
F355 Challenge,21,sega_dreamcast,Driving/Racing| Simulation,4.1
F355 Challenge - Passione Rossa,57,sega_dreamcast,|Driving/Racing| Simulation,4.645789473684211
Faceball 2000,22,super_nintendo,Action| First-Person Shooter,4.59
Fade To Black,44,ps_one,Action| Adventure| Shooter,4.409318181818182
Faery Tale Adventure The,13,sega_megadrive,Adventure| Role-Playing,4.46
Fahrenheit,152,ps2,Adventure,4.59
Faire Games - Language Arts,4,ps_one,Action-Adventure,5.0
Faire Games - Mathematics,4,ps_one,Compilation,5.0
Falcom Classics,59,sega_saturn,Action| Adventure| Role-Playing,4.71
Falling Stars,10,ps2,Role-Playing,4.8
Fallout - Brotherhood Of Steel,120,ps2,Action| Role-Playing,4.5835
Famicom Bunko - Hajimari No Mori,11,super_nintendo,Adventure,4.91
Famicom Meijin Sen,19,nes,Trivia/Board Game,3.947894736842105
Famicom Tantei Club Part Ii - Ushiro Ni Tatsu Shoujo,50,super_nintendo,Adventure,4.8595999999999995
Famicom Wars,92,nes,Strategy,4.489347826086957
Family Boxing,22,nes,Sports| Boxing,4.55
Family Circuit,12,nes,Driving/Racing,4.17
Family Connection - A Guide To Lightspan,4,ps_one,Trivia/Board Game,5.0
Family Dog,19,super_nintendo,Platformer,4.417894736842105
Family Feud,59,super_nintendo|ps_one|sega_megadrive|nes,Strategy| Trivia/Board Game|Trivia/Board Game,4.237288135593221
Family Game Pack,11,ps_one,Strategy| Card Game,4.73
Family Guy,26,ps2,Action| Action-Adventure,4.62
Family Guy - Video Game!,83,ps2,Action| Action-Adventure,4.57
Family Jockey,26,nes,Driving/Racing| Simulation,4.62
Family Mahjong,18,nes,Trivia/Board Game,3.8899999999999997
Family Pinball,13,nes,Pinball,3.77
Family Quiz,12,nes,Trivia/Board Game| Minigame Collection,4.17
Family Tennis,25,nes,Sports| Tennis,4.0
Family Trainer - Jogging Race,11,nes,Fitness,3.73
Family Trainer - Meiro Daisakusen,9,nes,Action-Adventure,3.8899999999999997
Fantasia,45,sega_megadrive,Action| Platformer,4.264888888888889
Fantastic 4,138,ps2,Action,4.451086956521739
Fantastic Adventures Of Dizzy The,58,nes,|Action| Adventure| Platformer,4.257241379310345
Fantastic Dizzy,19,sega_megadrive,Action| Adventure,4.47
Fantastic Four,53,ps_one,Action,4.4
Fantastic Four - Rise Of The Silver Surfer,111,ps2,Action| Adventure,4.233873873873875
Fantasy Zone,54,nes,Shoot Em Up,4.1850000000000005
Fantavision,68,ps2,Strategy,4.807058823529411
Faria,10,nes,Role-Playing| Action-Adventure,3.8
Faria - A World Of Mystery & Danger!,45,nes,Role-Playing| Action-Adventure,4.13
Farland Saga,35,sega_saturn,Strategy| Role-Playing,4.43
Farland Story,26,super_nintendo|sega_saturn,Strategy| Role-Playing|,4.652692307692307
Farland Story 2,12,super_nintendo,Strategy| Role-Playing,5.0
Fast And The Furious The,468,ps2,Driving/Racing,4.38
Fast Striker,11,sega_dreamcast,Shoot Em Up,5.0
Fast Striker Ver. 1.5,8,sega_dreamcast,Shoot Em Up,4.75
Fatal Frame,480,ps2,Action-Adventure,4.53
Fatal Frame Ii - Crimson Butterfly,508,ps2,Action-Adventure,4.59
Fatal Frame Iii - The Tormented,349,ps2,Action-Adventure,4.6
Fatal Fury,85,super_nintendo|sega_megadrive,Action| Fighting,4.504823529411764
Fatal Fury - Battle Archives Volume 1,75,ps2,Fighting| Compilation,4.551466666666667
Fatal Fury - Battle Archives Volume 2,57,ps2,Fighting| Compilation,4.37
Fatal Fury - Mark Of The Wolves,44,sega_dreamcast,Fighting,4.32
Fatal Fury - Wild Ambition,90,ps_one,Action| Fighting,4.49
Fatal Fury 2,99,super_nintendo|sega_megadrive,Action| Fighting,4.666666666666667
Fatal Fury 3,28,sega_saturn,Action| Fighting,4.61
Fatal Fury Special,68,super_nintendo,Action| Fighting,4.794852941176471
Fatal Labyrinth,69,sega_megadrive,Adventure| Role-Playing,4.68
Fatal Rewind,6,sega_megadrive,Shooter| Platformer,4.83
Fate-Unlimited Codes,251,ps2,Fighting,4.52
Fatman,6,sega_megadrive,Fighting,4.17
Faxanadu,197,nes,Action| Adventure| Role-Playing| Platformer,4.351573604060914
Fear Effect,247,ps_one,Action-Adventure,4.699554655870445
Fear Effect 2 - Retro Helix,221,ps_one,Action-Adventure,4.75950226244344
Feda - The Emblem Of Justice,56,super_nintendo,Strategy| Role-Playing,4.572857142857143
Feet Of Fury - Mobile Tactical Dancing Action,26,sega_dreamcast,Action| Music/Rhythm,4.846153846153846
Felix The Cat,223,nes,Action| Adventure,4.388071748878923
Felony 11-79,27,ps_one,Driving/Racing| Vehicular Combat,4.59
Ferias Frustradas Do Pica-Pau,17,sega_megadrive,Platformer,4.65
Ferrari - Grand Prix Challenge,48,nes,Driving/Racing| Simulation,4.269166666666667
Ferrari Challenge - Trofeo Pirelli,32,ps2,Driving/Racing| Simulation,4.66
Ferrari F355 Challenge,29,ps2,Driving/Racing| Simulation,4.48
Ferrari Grand Prix Challenge,13,sega_megadrive,Driving/Racing| Simulation,5.0
Fido Dido,8,sega_megadrive,Action,5.0
Field Combat,43,nes,Strategy| Shoot Em Up,4.37
Fifa - Road To World Cup 98,496,n64|ps_one,|Sports| Soccer,4.435403225806451
Fifa 06,389,ps2,Strategy| Sports| Simulation| Soccer,4.179511568123393
Fifa 07,240,ps2,Sports| Simulation| Soccer,3.9969583333333336
Fifa 08,163,ps2,Sports| Simulation| Soccer,3.9877914110429447
Fifa 09,171,ps2,Sports| Simulation| Soccer,4.257953216374269
Fifa 10,275,ps2,Sports| Simulation| Soccer,4.206799999999999
Fifa 11,522,ps2,Sports| Simulation| Soccer,4.0328735632183905
Fifa 12,2124,ps2,Sports| Simulation| Soccer,4.011577212806026
Fifa 2000,174,ps_one,Soccer,4.414885057471265
Fifa 2000 - Major League Soccer,29,ps_one,Soccer,4.59
Fifa 2001,220,ps_one|ps2,Sports| Soccer,4.199636363636364
Fifa 2002,156,ps_one,Sports| Soccer,4.17
Fifa 97,31,sega_saturn,Sports| Simulation| Soccer,4.387741935483871
Fifa 98 - Road To World Cup,56,sega_megadrive,Sports| Soccer,4.45
Fifa 99,384,n64|ps_one,Sports| Simulation| Soccer,4.375598958333334
Fifa Football 2002,122,ps_one|ps2,Sports| Soccer,4.3354098360655735
Fifa Football 2003,114,ps_one|ps2,Sports| Simulation| Soccer,4.614210526315789
Fifa Football 2004,160,ps_one|ps2,Sports| Soccer,4.382250000000001
Fifa Football 2005,244,ps2,Sports| Simulation| Soccer,4.063483606557377
Fifa International Soccer,172,super_nintendo|sega_megadrive,Sports| Soccer,3.7125
Fifa Road To World Cup 98,44,sega_saturn,Sports| Soccer,4.7268181818181825
Fifa Soccer 07,177,ps2,Sports| Simulation| Soccer,4.33
Fifa Soccer 2002,77,ps2,Sports| Soccer,3.9699999999999998
Fifa Soccer 2003,17,ps_one,Sports| Simulation| Soccer,4.65
Fifa Soccer 2004,39,ps_one,Sports| Soccer,4.77
Fifa Soccer 2005,576,ps_one,Sports| Simulation| Soccer,4.2
Fifa Soccer 64,107,n64,Sports| Soccer,3.773644859813084
Fifa Soccer 95,86,sega_megadrive,Sports| Soccer,3.93
Fifa Soccer 96,36,sega_saturn|sega_megadrive,Sports| Simulation| Soccer,4.2525
Fifa Soccer 97,57,sega_megadrive,Sports| Simulation| Soccer,3.67
Fifa Street,507,ps2,Sports| Soccer,4.39
Fifa Street 2,2501,ps2,Sports| Soccer,4.202810875649741
Fifa World Cup 2002,128,ps_one,Sports| Soccer,4.08
Fifa World Cup Germany 2006,310,ps2,Sports| Soccer,4.2053548387096775
Fifth Element The,128,ps_one,|Action,4.528125
Fight Club,82,ps2,Fighting,4.558414634146341
Fight Night 2004,107,ps2,Sports| Boxing,4.588504672897196
Fight Night Round 2,185,ps2,Sports| Boxing,4.558648648648648
Fight Night Round 3,719,ps2,Action| Sports| Fighting| Boxing,4.493477051460361
Fightbox,19,ps2,Sports,4.42
Fighter Destiny 2,34,n64,Fighting,4.26
Fighter Maker,20,ps_one,Fighting,4.95
Fighter'S History,37,super_nintendo,Action| Fighting,4.65
Fighters Destiny,84,n64,Fighting,4.595238095238095
Fighters Megamix,56,sega_saturn,Action| Fighting,4.642857142857143
Fighters' Impact,44,ps_one,Fighting,4.59
Fighting Angels,19,ps2,Fighting,4.42
Fighting Force,1882,ps_one,Action| Fighting| Brawler,4.330345377258236
Fighting Force 2,330,ps_one|sega_dreamcast,Action| Adventure,4.290212121212122
Fighting Force 64,390,n64,Action| Fighting| Brawler,4.597846153846153
Fighting Fury,17,ps2,Fighting,4.65
Fighting Golf,11,nes,Sports| Golf,4.09
Fighting Masters,37,sega_megadrive,Action,4.484054054054054
Fighting Road,12,nes,Fighting,4.08
Fighting Vipers,69,sega_saturn,Action| Fighting,4.536956521739131
Fighting Vipers 2,50,sega_dreamcast,Action| Fighting,4.6988
Final Blow,7,sega_megadrive,Action| Sports,5.0
Final Doom,238,ps_one,Action| First-Person Shooter,4.715798319327732
Final Fantasy,873,ps_one|nes,Role-Playing,4.522531500572738
Final Fantasy - Mystic Quest,1293,super_nintendo,Role-Playing,4.506341840680587
Final Fantasy Anthology - Final Fantasy V,246,ps_one,|Role-Playing,4.711219512195122
Final Fantasy Anthology - Final Fantasy Vi,303,ps_one,|Role-Playing,4.7470957095709565
Final Fantasy Chronicles - Chrono Trigger,588,ps_one,|Role-Playing| Compilation,4.151428571428571
Final Fantasy Chronicles - Final Fantasy Iv,121,ps_one,|Role-Playing,4.693471074380166
Final Fantasy I & Ii,159,nes,Role-Playing| Compilation,4.343710691823899
Final Fantasy Ii,785,super_nintendo|ps_one|nes,Role-Playing,4.535847133757962
Final Fantasy Iii,2076,super_nintendo|nes,Role-Playing,4.554816955684007
Final Fantasy Iv,677,super_nintendo|ps_one,Role-Playing|,4.581580502215658
Final Fantasy Ix,13874,ps_one,Role-Playing| Card Game,4.559846475421652
Final Fantasy Origins,241,ps_one,Role-Playing| Compilation,4.571867219917013
Final Fantasy Origins - Final Fantasy,108,ps_one,Role-Playing| Compilation,4.6
Final Fantasy Tactics,3032,ps_one,Strategy| Role-Playing,4.703146437994723
Final Fantasy V,1004,super_nintendo|ps_one,Role-Playing|,4.602340637450199
Final Fantasy Vi,1993,super_nintendo|ps_one,Role-Playing|,4.653251379829403
Final Fantasy Vii,19427,ps_one|nes,|Role-Playing,4.544423225407937
Final Fantasy Vii Interactive Sampler Cd,6,ps_one,Role-Playing,3.83
Final Fantasy Viii,10601,ps_one,Role-Playing,4.54685595698519
Final Fantasy X,11105,ps2,Role-Playing,4.5353876632147685
Final Fantasy X International,14825,ps2,Role-Playing,4.91
Final Fantasy X-2,2277,ps2,Role-Playing| Action-Adventure,4.559411506368027
Final Fantasy X-2 International + Last Mission,214,ps2,Role-Playing| Action-Adventure,4.71
Final Fantasy Xi - Chains Of Promathia,96,ps2,MMORPG,4.54
Final Fantasy Xi - Online,161,ps2,MMORPG,4.31
Final Fantasy Xi Online - Treasures Of Aht Urhgan,11,ps2,MMORPG,4.55
Final Fantasy Xii,8138,ps2,Role-Playing| Action-Adventure,4.542952813959203
Final Fantasy Xii International - Zodiac Job System,15164,ps2,Role-Playing| Action-Adventure,4.88
Final Fight,414,super_nintendo,Action| Brawler,4.6221014492753625
Final Fight - Streetwise,204,ps2,Action,4.5
Final Fight 2,293,super_nintendo,Action| Brawler,4.5397610921501705
Final Fight 3,414,super_nintendo,Action,4.484057971014493
Final Fight Guy,123,super_nintendo,Action| Brawler,4.56
Final Fight Revenge,49,sega_saturn,Fighting,4.71
Final Lap,16,nes,Driving/Racing,4.06
Final Round,13,ps_one,Sports| Golf,4.0
Final Round The,6,ps_one,Sports| Golf,4.83
Final Stretch,5,super_nintendo,Driving/Racing,5.0
Finger Flashing,6,ps_one,Action,4.0
Fire 'N Ice,33,nes,Strategy| Puzzle,4.42
Fire Dragon,16,nes,Strategy| Role-Playing,4.13
Fire Fighting,5,super_nintendo,Action,5.0
Fire Mustang,10,sega_megadrive,Action,4.9
Fire Pro Wrestling G,71,ps_one,|Sports| Wrestling,4.592957746478874
Fire Prowrestling D,59,sega_dreamcast,Sports| Simulation,4.71
Fire Shark,49,sega_megadrive,Action,3.819591836734694
Fire Striker,17,super_nintendo,Action,4.588235294117647
Fireblade,22,ps2,Shooter,4.23
Firebugs,77,ps_one,Action| Driving/Racing,4.66
Firemen The,69,super_nintendo,Action| Adventure| Action-Adventure,4.722463768115943
Firepower 2000,20,super_nintendo,Shooter,4.7
Firestorm Thunderhawk 2,13,sega_saturn,Action| Flight Simulator,4.69
First Samurai,32,super_nintendo,Action| Platformer,4.9059375
Fish Eyes,30,ps_one,Fishing,4.6
Fish Eyes Wild,6,sega_dreamcast,Fishing,5.0
Fisher-Price - Firehouse Rescue,13,nes,Driving/Racing| Puzzle,3.92
Fisher-Price - I Can Remember,10,nes,Educational,3.9
Fisher-Price - Perfect Fit,10,nes,Educational,3.9
Fisherman'S Bait,51,ps_one,Sports,4.69
Fisherman'S Bait - Big Ol' Bass 2,193,ps_one,Fishing,2.84
Fisherman'S Bait 2 - Big Ol' Bass,177,ps_one,Fishing,4.45
Fist Of The North Star,23,nes,Action,3.96
Flag To Flag,16,sega_dreamcast,Driving/Racing,4.56
Flappy,113,nes,Strategy| Puzzle,4.64
Flashback,117,super_nintendo|sega_megadrive,Puzzle| Platformer| Action-Adventure,4.846410256410256
Flashback - The Quest For Identity,126,super_nintendo|sega_megadrive,Puzzle| Platformer| Action-Adventure,4.657460317460318
Flatout,97,ps2,Driving/Racing| Minigame Collection| Vehicular Combat,4.599175257731959
Flatout 2,194,ps2,Sports| Driving/Racing,4.457525773195877
Fleet Commander,18,nes,Strategy| Simulation,4.44
Flicky,66,sega_megadrive,Action| Platformer,4.47
Flight Of The Intruder,13,nes,Simulation,4.23
Flink,28,sega_megadrive,Action| Platformer,4.86
Flintstone,6,sega_megadrive,Action| Platformer,5.0
Flintstones Bedrock Bowling,15,ps_one,Action| Sports| Driving/Racing,5.0
Flintstones In Viva Rock Vegas The,15,ps2,Driving/Racing,4.13
Flintstones The,101,super_nintendo|sega_megadrive,Action| Platformer|Action,4.682673267326733
Flintstones The - Bedrock Bowling,10,ps_one,Action| Sports| Driving/Racing,4.5
Flintstones The - The Rescue Of Dino & Hoppy,127,nes,Action| Platformer,4.2291338582677165
Flintstones The - The Surprise At Dinosaur Peak!,90,nes,Action| Platformer,4.397111111111111
Flintstones The - The Treasure Of Sierra Madrock,82,super_nintendo,Action,4.696585365853659
Flintstones The - Viva Rock Vegas,10,sega_dreamcast,Driving/Racing,4.4
Flipnic,21,ps2,Action| Pinball,4.57
Floating Runner - Quest For The 7 Crystals,6,ps_one,Platformer| Action-Adventure,4.33
Floigan Bros. - Episode 1,40,sega_dreamcast,Action-Adventure,4.39625
Flow - Urban Dance Uprising,7,ps2,Simulation| Music/Rhythm,5.0
Fluid,20,ps_one,Simulation| Music/Rhythm,4.65
Flying Dragon,81,n64,Action| Fighting,4.509999999999999
Flying Dragon - The Secret Scroll,1439,nes,Action| Fighting| Brawler| Platformer,4.56
Flying Hero,42,nes,Action,4.48
Flying Warriors,260,nes,Action| Role-Playing,4.51
Football Fury,5,super_nintendo,Simulation| Football,4.2
Football Generation,24,ps2,Sports,3.8800000000000003
Football Mania,49,ps2,Sports| Soccer,4.12
Forbidden Siren,175,ps2,Action,4.677085714285714
Forbidden Siren 2,137,ps2,Action,4.47
Ford Racing,21,ps_one,Driving/Racing| Simulation,4.52
Ford Racing 2,113,ps2,Driving/Racing,4.187522123893806
Ford Racing 3,77,ps2,Driving/Racing,4.417272727272727
Ford Street Racing,19,ps2,Driving/Racing,4.74
Foreman For Real,23,super_nintendo|sega_megadrive,Sports| Boxing,4.8673913043478265
Forever Kingdom,33,ps2,Action| Role-Playing,4.03
Forgotten Worlds,123,sega_megadrive,Action,4.540487804878049
Formation Z,16,nes,Shoot Em Up,4.38
Formula 1,3705,ps_one,|Sports| Driving/Racing,4.2133819163292845
Formula 1 '98,377,ps_one,Driving/Racing,4.46
Formula 1 97,2697,ps_one,|Sports| Driving/Racing,4.236036336670375
Formula 1 98,24,ps_one,Driving/Racing,4.83
Formula 1 Championship Edition,846,ps_one,Sports| Driving/Racing,4.1
Formula 1 Sensation,33,nes,Action| Driving/Racing,4.45
Formula Karts Special Edition,13,sega_saturn,Sports| Driving/Racing| Simulation,5.0
Formula Nippon,9,ps_one,Driving/Racing,5.0
Formula One,14,sega_megadrive,Driving/Racing,4.71
Formula One - Built To Win,25,nes,Action| Driving/Racing,4.28
Formula One 04,73,ps2,Sports| Driving/Racing| Simulation,4.219178082191781
Formula One 05,122,ps2,Sports| Driving/Racing| Simulation,4.2
Formula One 06,478,ps2,Driving/Racing,4.359999999999999
Formula One 2000,19,ps_one,Sports| Driving/Racing| Simulation,4.525789473684211
Formula One 2001,197,ps_one|ps2,Sports| Driving/Racing| Simulation,4.532131979695432
Formula One 2002,27,ps2,Driving/Racing| Simulation,4.19
Formula One 2003,82,ps2,Sports| Driving/Racing| Simulation,4.33
Formula One 99,45,ps_one,Driving/Racing| Simulation,4.71
Formula One Arcade,19,ps_one,Driving/Racing,4.68
Forsaken,40,ps_one,Action| Driving/Racing| Simulation| Shooter| Vehicular Combat,4.675
Fox Hunt,32,ps_one,Action| Adventure,4.56625
Fox Sports College Hoops '99,10,n64,Sports| Basketball,4.8
Fox Sports Golf '99,5,ps_one,Sports| Simulation,5.0
Fox Sports Soccer '99,6,ps_one,Sports| Soccer,4.33
Frank Herbert'S Dune,10,ps2,Action| Adventure,4.8
Frank Thomas Big Hurt Baseball,35,super_nintendo|ps_one|sega_saturn|sega_megadrive,Sports| Simulation| Baseball,4.712285714285714
Frankenstein - Through The Eyes Of The Monster,13,sega_saturn,Adventure,5.0
Frantic Flea,16,super_nintendo,Platformer,4.43875
Freak Out,8,ps2,Action| Sports,4.5
Freak Out - Extreme Freeride,10,ps2,Action| Sports,4.9
Freaky Flyers,8,ps2,Driving/Racing,5.0
Free Running,66,ps2,Sports,4.44
Freedom Fighters,483,ps2,Action| Shooter,4.14080745341615
Freedom Force,14,nes,Light-Gun Shooter,4.21
Freekstyle,338,ps2,Sports| Driving/Racing,4.31
Freestyle Scooter,4,sega_dreamcast,Action,5.0
Frequency,46,ps2,Music/Rhythm,4.322173913043478
Friday The 13Th,135,nes,Action-Adventure,4.15
Friends - The One With All The Trivia,37,ps2,Trivia/Board Game,4.408648648648649
Frog Feast,4,sega_dreamcast,Action,5.0
Frogger,169,super_nintendo|ps_one|sega_megadrive,Adventure| Puzzle|Action,4.626568047337278
Frogger - The Great Quest,24,ps2,Action| Adventure,4.33125
Frogger 2 - Swampy'S Revenge,108,ps_one|sega_dreamcast,Action,4.4750000000000005
From Tv Animation Slam Dunk - Sd Heat Up!!,51,super_nintendo,Sports| Simulation| Basketball,4.53
From Tv Animation Slam Dunk - Shikyou Gekitotsu!!,7,super_nintendo,Sports| Simulation| Basketball,5.0
Front Line,33,nes,Action| Shooter| Shoot Em Up,4.12
Front Mission,241,super_nintendo,Strategy| Role-Playing,4.467676348547718
Front Mission 1St,160,ps_one,Strategy| Role-Playing,4.62
Front Mission 2,278,ps_one,Strategy| Role-Playing|,4.623381294964029
Front Mission 3,1454,ps_one,Strategy| Role-Playing,4.726905089408528
Front Mission 4,699,ps2,Strategy| Role-Playing,4.68
Front Mission 5 - Scars Of The War,395,ps2,Strategy| Role-Playing,4.53
Front Mission Alternative,131,ps_one,Strategy| Role-Playing| Real-Time Strategy,4.55
Fruit Fall,10,ps2,Puzzle,4.6
Fugitive Hunter - War On Terror,13,ps2,Action| First-Person Shooter,4.92
Full Spectrum Warrior,32,ps2,Action| Strategy| Simulation| Educational| Shooter,4.59
Full Throttle Racing,25,super_nintendo,Action| Driving/Racing| Fighting,4.5168
Fullmetal Alchemist 2 - Curse Of The Crimson Elixir,164,ps2,Action| Role-Playing| Fighting,4.46
Fullmetal Alchemist And The Broken Angel,154,ps2,Action| Role-Playing,4.42
Fun 'N Games,17,super_nintendo,Action,3.9435294117647053
Fun House,12,nes,Action| Shooter,4.0
Funky Fantasy,19,sega_saturn,Role-Playing,1.89
Fur Fighters,99,sega_dreamcast,Action| Shooter,4.413333333333333
Fur Fighters - Viggo'S Revenge,76,ps2,Action,4.608684210526316
Fushigi No Dungeon - Fuurai No Shiren Gaiden - Jokenji Asuka Kenzan!,67,sega_dreamcast,Role-Playing,4.36
Fushigi No Umi No Nadia,32,sega_megadrive|nes,Adventure| Role-Playing| Action-Adventure,4.0309375
Futebol,47,nes,Sports| Soccer,3.77
Futurama,178,ps2,Action| Platformer,4.372640449438202
Future Cop - L.A.P.D. - Rookie Demo,13,ps_one,Action| Shooter,3.8500000000000005
Future Tactics - The Uprising,81,ps2,Strategy| Role-Playing,4.248641975308643
Fuunsaiki,6,sega_saturn,Action| Fighting,5.0
G Darius,122,ps_one,|Shoot Em Up,4.3213114754098365
G-Darius,252,ps_one,Shoot Em Up,4.57
G-Loc Air Battle,21,sega_megadrive,Action| Shooter| Flight Simulator,4.8585714285714285
G-Police,162,ps_one,|Action| Simulation| Shooter,4.673456790123457
G-Police - Weapons Of Justice,18,ps_one,Action,4.28
G-Saviour,66,ps2,Action,4.35
G-Surfers,27,ps2,Driving/Racing,4.52
G.I. Joe - The Rise Of Cobra,201,ps2,Shooter,4.1855223880597014
G1 Jockey 3,42,ps2,Sports| Simulation,4.43
G1 Jockey 4,71,ps2,Simulation,4.13
Gadget Twins,12,sega_megadrive,Action,4.0
Gaelic Games - Football,25,ps2,Sports| Soccer,4.24
