title,rating_count,console,genres,average_rating
Nba Live 07,35,ps2,Sports| Simulation| Basketball,4.484
Nba Live 08,73,ps2,Sports| Simulation| Basketball,4.7276712328767125
Nba Live 09,136,ps2,Sports| Simulation| Basketball,4.577205882352941
Nba Live 2000,124,n64|ps_one,Sports| Simulation| Basketball,4.395564516129033
Nba Live 2001,89,ps_one|ps2,Sports| Simulation| Basketball,4.675393258426967
Nba Live 2002,54,ps_one|ps2,Sports| Simulation| Basketball,4.685185185185185
Nba Live 2003,267,ps_one|ps2,Sports| Simulation| Basketball,4.481722846441947
Nba Live 2004,32,ps2,Sports| Simulation| Basketball,4.71875
Nba Live 2005,71,ps2,Sports| Simulation| Basketball,4.419859154929577
Nba Live 95,14,sega_megadrive,Sports| Simulation| Basketball,4.86
Nba Live 96,22,sega_megadrive,Sports| Simulation| Basketball,4.95
Nba Live 97,32,ps_one|sega_saturn|sega_megadrive,Sports| Simulation| Basketball,4.4090625
Nba Live 98,43,ps_one|sega_saturn|sega_megadrive,Sports| Simulation| Basketball,4.815581395348837
Nba Live 99,49,n64|ps_one,Sports| Simulation| Basketball,4.552448979591837
Nba Playoffs - Bulls Vs Blazers,7,sega_megadrive,Sports| Basketball,5.0
Nba Shootout,5,ps_one,Sports| Simulation| Basketball,4.4
Nba Shootout '97,12,ps_one,Sports| Simulation| Basketball,5.0
Nba Shootout 2000,5,ps_one,Sports| Simulation| Basketball,5.0
Nba Shootout 2001,10,ps_one|ps2,Sports| Basketball,5.0
Nba Shootout 2002,6,ps_one,Sports| Basketball,5.0
Nba Shootout 2003,22,ps_one|ps2,Sports| Simulation| Basketball,4.911363636363636
Nba Shootout 2004,50,ps_one,Sports,4.5
Nba Showdown,12,super_nintendo,Sports| Basketball,4.833333333333333
Nba Showtime - Nba On Nbc,92,n64|ps_one|sega_dreamcast,Sports| Basketball,4.401739130434783
Nba Street,89,ps2,Sports| Basketball,4.632247191011236
Nba Street V3,320,ps2,Sports| Basketball,4.55590625
Nba Street Vol. 2,236,ps2,Sports,4.625084745762712
Ncaa Basketball,24,super_nintendo,Sports| Basketball,4.665
Ncaa Basketball Final Four '97,5,ps_one,Sports,5.0
Ncaa College Football 2K3,6,ps2,Football,5.0
Ncaa Final Four 2000,6,ps_one,Sports,4.83
Ncaa Final Four 2001,5,ps_one,Sports| Basketball,5.0
Ncaa Final Four 2004,7,ps2,Basketball,4.43
Ncaa Football,14,super_nintendo|sega_megadrive,Sports| Football,4.857142857142857
Ncaa Football 06,23,ps2,Sports| Football,4.0
Ncaa Football 07,29,ps2,Sports| Simulation| Football,4.31
Ncaa Football 08,16,ps2,Sports| Football,3.56
Ncaa Football 09,40,ps2,Sports| Simulation| Football,4.23
Ncaa Football 2000,11,ps_one,Sports| Simulation| Football,5.0
Ncaa Football 2001,13,ps_one,Sports| Simulation| Football,4.77
Ncaa Football 2002,7,ps2,Sports| Simulation| Football,4.57
Ncaa Football 2003,6,ps2,Sports| Football,5.0
Ncaa Football 2004,13,ps2,Sports| Simulation| Football,4.31
Ncaa Football 2005,13,ps2,Sports| Simulation,4.92
Ncaa Gamebreaker '98,8,ps_one,Sports| Football,5.0
Ncaa Gamebreaker 2000,10,ps_one,Sports| Football,4.4
Ncaa Gamebreaker 2001,6,ps_one,Sports| Football,4.67
Ncaa March Madness 06,7,ps2,Basketball,4.29
Ncaa March Madness 07,11,ps2,Sports| Basketball,4.64
Ncaa March Madness 2000,10,ps_one,Basketball,4.5
Ncaa March Madness 2001,7,ps_one,Sports| Basketball,5.0
Ncaa March Madness 2003,10,ps2,Basketball,4.3
Ncaa March Madness 2004,8,ps2,Sports| Basketball,4.38
Ncaa March Madness 2005,7,ps2,Basketball,5.0
Necronomicon,12,sega_saturn,Pinball,4.5
Need For Speed - Carbon,1816,ps2,Driving/Racing| Simulation,4.203188325991189
Need For Speed - Carbon - Collector'S Edition,363,ps2,Driving/Racing| Simulation,4.29
Need For Speed - Carbon - Edition Collector,61,ps2,Driving/Racing| Simulation,4.38
Need For Speed - High Stakes,671,ps_one,Driving/Racing| Simulation,4.58
Need For Speed - Hot Pursuit 2,841,ps2,Driving/Racing,4.335755053507729
Need For Speed - Most Wanted,1951,ps2,Driving/Racing| Simulation,4.239410558687852
Need For Speed - Porsche 2000,241,ps_one,Driving/Racing| Simulation,4.6097095435684645
Need For Speed - Porsche Unleashed,401,ps_one,Driving/Racing| Simulation,4.6
Need For Speed - Prostreet,574,ps2,Sports| Driving/Racing| Simulation,4.277247386759583
Need For Speed - Road Challenge,130,ps_one,Driving/Racing| Simulation,4.482153846153847
Need For Speed - Undercover,536,ps2,Action| Driving/Racing,4.384365671641791
Need For Speed - Underground,1268,ps2,Action| Driving/Racing,4.224132492113564
Need For Speed - Underground 2,3573,ps2,Action| Driving/Racing,4.307422334172964
Need For Speed - V-Rally,53,ps_one,Sports| Driving/Racing| Simulation,4.43
Need For Speed - V-Rally 2,130,ps_one,Sports| Driving/Racing| Simulation,4.58
Need For Speed Ii,327,ps_one,Driving/Racing,4.26954128440367
Need For Speed Iii - Hot Pursuit,970,ps_one,Driving/Racing| Simulation,4.326288659793814
Need For Speed The - Road & Track Presents,160,ps_one,Driving/Racing,4.59
Nekketsu Koukou Dodgeball Bu,105,nes,Soccer,4.669333333333333
Nekketsu Koukou Dodgeball Bu - Soccer Hen,66,nes,Soccer,4.61
Nekketsu Oyako,38,ps_one,|Action| Brawler,4.47
Nekketsu Tairiku Burning Heroes,14,super_nintendo,Adventure| Role-Playing,5.0
Nekketsu! Street Basket - Ganbare Dunk Heroes,103,nes,Action| Sports,4.624466019417476
Neo Contra,200,ps2,Action| Shoot Em Up,4.4385
Neo Xyx,12,sega_dreamcast,Shoot Em Up,5.0
Neogeo Battle Coliseum,150,ps2,Fighting,4.616666666666666
Neon Genesis Evangelion,98,n64,Action| Minigame Collection,4.61
Neon Genesis Evangelion - Ayanami Ikusei Keikaku,5,sega_dreamcast,Simulation,5.0
Neon Genesis Evangelion -Typing E Keikaku-,10,sega_dreamcast,Educational,4.8
Neppachi Ii @Vpachi - Cr Harenchi Gakuen,4,sega_dreamcast,Adventure,5.0
Nes Open Tournament Golf,36,nes,Sports,4.863888888888889
Nes Play Action Football,21,nes,Sports| Football,4.76
Net De Tennis,6,sega_dreamcast,Tennis,5.0
Net@Versus - Hanafuda,4,sega_dreamcast,Simulation| Card Game,5.0
Net@Versus - Igo,4,sega_dreamcast,Simulation| Card Game,5.0
Net@Versus - Mahjong,4,sega_dreamcast,Simulation| Card Game,5.0
Net@Versus - Shougi,4,sega_dreamcast,Simulation| Card Game,5.0
New Ghostbusters Ii,56,nes,Action,4.712142857142857
New Tetris The,64,n64,Puzzle,4.5784375
New Yatterman - Nandai Kandai Yajirobee,8,super_nintendo,Action,5.0
New Zealand Story The,56,sega_megadrive|nes,Action| Platformer,4.446785714285714
Newman Haas Indy Car Featuring Nigel Mansell,11,sega_megadrive,Driving/Racing,4.55
Newman-Haas Racing,7,ps_one,Sports| Driving/Racing,4.86
Next Tetris The,54,ps_one|sega_dreamcast,Puzzle|Action| Strategy,4.608888888888889
Next Tetris The - On-Line Edition,29,sega_dreamcast,Action| Strategy,3.86
Nfl,21,nes,Sports| Football,4.29
Nfl '95,7,sega_megadrive,Sports,5.0
Nfl 2K,24,sega_dreamcast,Sports| Football|Action| Sports| Football,4.4575000000000005
Nfl 2K1,21,sega_dreamcast,Sports| Football|Action| Sports| Football,4.522380952380952
Nfl 2K2,27,sega_dreamcast|ps2,|Sports| Simulation| Football,4.407037037037037
Nfl 2K3,12,ps2,Sports,4.58
Nfl 98,9,sega_megadrive,Sports| Football,4.78
Nfl Blitz,32,n64|ps_one,Action| Sports,4.7521875
Nfl Blitz - Special Edition,17,n64,Football,4.47
Nfl Blitz 2000,60,n64|ps_one|sega_dreamcast,Action| Sports| Football,4.683833333333333
Nfl Blitz 2001,161,n64|ps_one|sega_dreamcast,Action| Sports| Football,4.559937888198758
Nfl Blitz Pro,10,ps2,Football,4.4
Nfl Football,23,super_nintendo,Sports,5.0
Nfl Football '94,5,sega_megadrive,Sports| Simulation| Football,5.0
Nfl Football '94 Starring Joe Montana,9,sega_megadrive,Sports| Simulation| Football,5.0
Nfl Full Contact,5,ps_one,Sports,4.2
Nfl Gameday,9,ps_one,Sports| Simulation| Football,4.22
Nfl Gameday '97,7,ps_one,Sports| Simulation| Football,5.0
Nfl Gameday '99,4,ps_one,Sports| Simulation| Football,5.0
Nfl Gameday 2000,5,ps_one,Sports| Simulation| Football,5.0
Nfl Gameday 2001,12,ps_one|ps2,Sports| Simulation| Football,4.835
Nfl Gameday 2002,9,ps_one|ps2,Sports| Simulation| Football,5.0
Nfl Gameday 2003,12,ps_one|ps2,Sports| Simulation| Football,4.918333333333334
Nfl Gameday 2004,8,ps_one,Sports| Simulation| Football,4.38
Nfl Gameday 2005,14,ps_one,Sports| Simulation| Football,4.64
Nfl Gameday 99,4,ps_one,Sports| Simulation| Football,5.0
Nfl Head Coach,22,ps2,Strategy| Sports| Simulation,4.09
Nfl Qb Club 2001,6,sega_dreamcast,Sports| Football,5.0
Nfl Qb Club 2002,6,ps2,Sports,4.83
Nfl Quarterback Club,28,super_nintendo|sega_megadrive,Sports| Football,4.928571428571429
Nfl Quarterback Club 2000,20,n64|sega_dreamcast,Sports,4.451
Nfl Quarterback Club 2001,9,n64,Sports| Football,4.89
Nfl Quarterback Club 96,5,sega_megadrive,Football,5.0
Nfl Quarterback Club 98,13,n64,Sports| Simulation| Football,4.615384615384615
Nfl Quarterback Club 99,11,n64,Sports,4.815454545454545
Nfl Sports Talk Football '93 Starring Joe Montana,11,sega_megadrive,Sports,4.36
Nfl Street,162,ps2,Action| Sports,4.643703703703704
Nfl Street 2,34,ps2,Sports,4.65
Nfl Street 3,118,ps2,Action| Sports,4.51957627118644
Nfl Xtreme,10,ps_one,Action| Sports| Football,5.0
Nfl Xtreme 2,9,ps_one,Football,4.56
Nhl '94,73,super_nintendo|sega_megadrive,Sports| Simulation| Hockey,4.6582191780821915
Nhl '97,44,super_nintendo|ps_one|sega_saturn,|Sports| Hockey,4.680454545454546
Nhl '98,40,super_nintendo|ps_one|sega_saturn,|Hockey|Sports| Hockey,4.403499999999999
Nhl '99,15,ps_one,Sports| Hockey,4.53
Nhl 06,165,ps2,Sports| Simulation| Hockey,4.530909090909091
Nhl 07,26,ps2,Sports| Simulation| Hockey,4.771538461538461
Nhl 08,12,ps2,Sports| Simulation| Hockey,5.0
Nhl 09,71,ps2,Sports| Simulation| Hockey,4.56
Nhl 2000,37,ps_one,Sports| Simulation| Hockey,4.863243243243243
Nhl 2001,76,ps_one|ps2,Sports| Simulation| Hockey,4.708289473684211
Nhl 2002,23,ps2,Sports| Simulation| Hockey,4.69391304347826
Nhl 2003,20,ps2,Sports| Simulation| Hockey,4.754
Nhl 2004,219,ps2,Sports| Simulation| Hockey,4.746164383561644
Nhl 2005,28,ps2,Sports| Simulation| Hockey,4.678214285714286
Nhl 2K,17,sega_dreamcast,|Sports| Hockey,4.703529411764706
Nhl 2K3,19,ps2,Sports| Hockey,4.948421052631579
Nhl 2K6,16,ps2,Sports| Hockey,5.0
Nhl 2K7,22,ps2,Sports| Hockey,4.089545454545455
Nhl 2K8,41,ps2,Sports| Hockey,4.485365853658536
Nhl 95,9,sega_megadrive,Sports| Simulation| Hockey,5.0
Nhl 96,12,sega_megadrive,Sports| Simulation| Hockey,4.92
Nhl 97,30,sega_saturn|sega_megadrive,Sports| Simulation| Hockey,4.733666666666666
Nhl 98,37,ps_one|sega_saturn|sega_megadrive,Sports| Simulation| Hockey,4.675675675675675
Nhl 99,27,n64,Sports| Simulation| Hockey,4.815555555555556
Nhl All-Star Hockey,9,sega_saturn,Sports| Hockey,5.0
Nhl All-Star Hockey '98,9,sega_saturn,Hockey,4.44
Nhl All-Star Hockey 98,4,sega_saturn,Hockey,5.0
Nhl Blades Of Steel '99,10,n64,Sports| Hockey,4.5
Nhl Blades Of Steel 2000,7,ps_one,Sports| Hockey,5.0
Nhl Breakaway 98,15,n64,Sports| Hockey,4.604666666666666
Nhl Breakaway 99,19,n64,Sports| Hockey,4.474736842105263
Nhl Championship 2000,7,ps_one,Sports| Hockey,4.86
Nhl Faceoff,5,ps_one,Sports| Hockey,4.8
Nhl Faceoff '97,4,ps_one,Sports| Hockey,5.0
Nhl Faceoff '98,4,ps_one,Sports| Hockey,5.0
Nhl Faceoff '99,5,ps_one,Sports| Hockey,5.0
Nhl Faceoff 2000,8,ps_one,Sports| Hockey,5.0
Nhl Faceoff 2001,13,ps_one,Sports| Hockey,4.69
Nhl Faceoff 2003,6,ps2,Sports,4.67
Nhl Faceoff 98,6,ps_one,Sports| Hockey,4.0
Nhl Hitz Pro,28,ps2,Sports| Hockey,4.6775
Nhl Hockey,12,sega_megadrive,Sports| Simulation| Hockey,4.33
Nhl Open Ice,12,ps_one,Hockey,4.58
Nhl Powerplay,10,ps_one|sega_saturn,Sports| Hockey,4.598000000000001
Nhl Powerplay '96,10,ps_one|sega_saturn,Sports| Hockey,5.0
Nhl Powerplay '98,10,ps_one,Sports| Hockey,5.0
Nhl Rock The Rink,41,ps_one,Sports,3.680731707317073
Nhl Stanley Cup,11,super_nintendo,Sports| Hockey,4.73
Nhlpa Hockey '93,17,super_nintendo,Sports| Simulation| Hockey,4.9411764705882355
Nhlpa Hockey 93,112,sega_megadrive,Sports| Simulation| Hockey,4.464642857142858
Nice De Shot,4,super_nintendo,Golf,5.0
Nichibutsu Arcade Classics,24,super_nintendo|ps_one,|Compilation,4.75
Nichibutsu Collection 1,5,super_nintendo,Compilation,4.4
Nichibutsu Collection 2,4,super_nintendo,Compilation,5.0
Nickelodeon Guts,9,super_nintendo,Action,4.67
Nicktoons - Attack Of The Toybots,79,ps2,Adventure| Platformer,4.47
Nicktoons - Battle For Volcano Island,108,ps2,Action,4.49
Nicktoons Racing,65,ps_one,Driving/Racing,4.63
Nicktoons Unite!,124,ps2,Action| Action-Adventure,4.26
Nigel Mansell'S World Championship,6,super_nintendo,Driving/Racing,5.0
Night Warriors - Darkstalkers' Revenge,22,sega_saturn,Action| Fighting,4.95
Nightmare Circus,26,sega_megadrive,Action,4.694999999999999
Nightmare Creatures,299,n64|ps_one,|Action| Adventure,4.5541806020066895
Nightmare Creatures Ii,405,ps_one|sega_dreamcast,Adventure,4.599481481481481
Nightmare Of Druaga The - Fushigino Dungeon,23,ps2,Role-Playing,4.43
Nightmare On Elm Street A,66,nes,Action,4.27
Nights Into Dreams,759,sega_saturn,Action| Adventure,4.213596837944664
Nights Into Dreams...,105,ps2|sega_saturn,Action| Adventure,4.56
Nightshade,58,ps2,Action| Brawler| Platformer,4.777241379310346
Ninja - Shadow Of Darkness,435,ps_one,Action| Brawler,4.543103448275863
Ninja Assault,59,ps2,Light-Gun Shooter,4.25
Ninja Crusaders,19,nes,Action,4.95
Ninja Gaiden,486,sega_megadrive|nes,|Action| Platformer,4.57201646090535
Ninja Gaiden Trilogy,179,super_nintendo,Action| Adventure,4.27
Ninja Jajamaru Kun,37,nes,Action,4.49
Ninja Kid,15,nes,Action| Adventure,4.87
Ninja Kun - Ashura No Shou,43,nes,Action| Platformer,4.023953488372093
Ninja Ryukenden,47,nes,Action| Platformer,4.85
Ninjabread Man,16,ps2,Action,4.38
Nintama Rantarou,9,super_nintendo,Action,4.11
Nintama Rantarou 2,8,super_nintendo,Action,4.38
Nintama Rantarou 3,9,super_nintendo,Action,4.33
Nintama Rantarou Special,6,super_nintendo,Action,4.33
Nintendo World Championships 1990,81,nes,Strategy| Adventure| Driving/Racing| Compilation,4.4
Nintendo World Cup,357,nes,Soccer,4.620952380952381
Nishijin Pachinko 3,5,super_nintendo,Minigame Collection,5.0
Nishijin Pachinko Monogatari,4,super_nintendo,Minigame Collection,5.0
Nishijin Pachinko Monogatari 2,5,super_nintendo,Minigame Collection,4.2
Nishimura Kyoutarou Mystery - Blue Train Satsujin Jiken,6,nes,Adventure,5.0
Nitrobike,25,ps2,Driving/Racing,4.32
No Fear Downhill Mountain Biking,116,ps_one,Sports| Driving/Racing,4.16
Noah'S Ark,12,nes,Action| Adventure,4.67
Nobunaga No Yabou - Bushou Fuuunroku,15,sega_megadrive,Strategy| Simulation,4.67
Nobunaga No Yabou - Haouden,82,super_nintendo|ps_one|sega_megadrive,|Strategy,4.600121951219512
Nobunaga No Yabou - Tenshouki,35,super_nintendo,Strategy,4.83
Nobunaga'S Ambition,34,super_nintendo|sega_megadrive|nes,Strategy| Simulation,4.765
Nobunaga'S Ambition - Lord Of Darkness,28,super_nintendo,Strategy| Simulation,4.96
Nobunaga'S Ambition Ii,15,nes,Strategy| Role-Playing| Simulation,4.67
Nolan Ryan'S Baseball,5,super_nintendo,Sports| Simulation| Baseball,5.0
Nomad Soul The,22,sega_dreamcast,Action| Adventure| Fighting| First-Person Shooter,4.818181818181818
Nontan To Issho - Kurukuru Puzzle,5,super_nintendo,Puzzle,5.0
North & South,48,nes,Action| Strategy,4.7325
Nosferatu,74,super_nintendo,Platformer| Action-Adventure,4.542432432432432
Novastorm,51,ps_one,|Action,4.803137254901961
Nrl Rugby League,11,ps2,Sports,4.64
Nuclear Strike,202,ps_one,Action| Vehicular Combat,4.596584158415841
Numbers Paradise,4,super_nintendo,Minigame Collection,5.0
Nuts & Milk,52,nes,Action| Puzzle| Platformer,4.42
Obitus,11,super_nintendo,Action| Adventure| Role-Playing,4.45
Obscure,215,ps2,Action-Adventure,4.508883720930233
Obscure - The Aftermath,166,ps2,Action-Adventure,4.31
Oda Nobunaga - Haou No Gundan,9,super_nintendo,Strategy,4.44
Oddworld - Abe'S Exoddus,590,ps_one,Action-Adventure,4.7316271186440675
Oddworld - Abe'S Oddysee,1111,ps_one,Puzzle| Platformer| Action-Adventure,4.667911791179119
Odin Sphere,579,ps2,Action| Role-Playing,4.724421416234887
Odt - Escape Or Die Trying,49,ps_one,Action| Adventure| Role-Playing,4.86
Oeka Kids - Anpanman No Hiragana Daisuki,5,nes,Action| Educational,5.0
Oeka Kids - Anpanman To Oekaki Shiyou!!,13,nes,Educational,4.31
Oekaki Logic,5,super_nintendo,Puzzle,4.8
Oekaki Logic 2,5,super_nintendo,Puzzle,5.0
Off Road,47,ps2,Driving/Racing,4.13
Off Road Challenge,54,n64,Sports| Driving/Racing,4.388888888888889
Off World Interceptor Extreme,10,sega_saturn,Action| Driving/Racing| Vehicular Combat,4.0
Off-World Interceptor Extreme,16,ps_one|sega_saturn,|Action| Driving/Racing| Vehicular Combat,4.5649999999999995
Ogre Battle - The March Of The Black Queen,229,super_nintendo,Strategy| Role-Playing| Real-Time Strategy,4.48
Ogre Battle 64 - Person Of Lordly Caliber,644,n64,Strategy| Role-Playing,4.635465838509316
Ogre Battle March Of The Black Queen,59,sega_saturn,Strategy| Role-Playing| Real-Time Strategy,4.63
Oishinbo,15,nes,Adventure,5.0
Okage - Shadow King,73,ps2,Action| Adventure| Role-Playing,4.7
Okami,839,ps2,Action,4.715137067938022
Olivia'S Mystery,7,super_nintendo,Puzzle,5.0
Olympic Gold,38,sega_megadrive,Sports| Minigame Collection| Track & Field,4.868947368421052
Olympic Soccer,32,ps_one|sega_saturn,Sports| Soccer,4.5928125
Olympic Summer Games,53,super_nintendo|ps_one|sega_megadrive,Sports| Track & Field,4.47
Omega Boost,168,ps_one,Action| Shooter,4.842083333333333
Omikron - The Nomad Soul,51,sega_dreamcast,Action| Adventure| Fighting| First-Person Shooter,4.37
On The Ball,26,super_nintendo,Action| Puzzle,4.885
One,54,ps_one,|Action,4.591111111111111
One Piece - Mansion,76,ps_one,Action| Strategy| Puzzle,4.29
One Piece - Round The Land!,304,ps2,Action-Adventure,4.22
One Piece Mansion,119,ps_one,Action| Strategy| Puzzle,4.461764705882353
Oni,117,ps2,Action| Fighting| Shooter,4.505470085470085
Onimusha,193,ps2,Action| Adventure,4.61
Onimusha - Blade Warriors,168,ps2,Action| Fighting,4.729285714285714
Onimusha - Dawn Of Dreams,971,ps2,Action| Adventure,4.637260556127704
Onimusha - Warlords,581,ps2,Action-Adventure,4.769156626506025
Onimusha 2,162,ps2,Action| Adventure,4.424567901234568
Onimusha 2 - Samurai'S Destiny,451,ps2,Action| Adventure,4.704634146341463
Onimusha 3,183,ps2,Action-Adventure,4.51
Onimusha 3 - Demon Siege,658,ps2,Action-Adventure,4.541854103343465
Onyanko Town,48,nes,Action,4.38
Ooga Booga,49,sega_dreamcast,Action| Minigame Collection,4.67
Oogami Ichirou Funtouki - Sakura Taisen Kayou Show 'Kurenai Sekieki' Yori,7,sega_dreamcast,Adventure| Simulation,5.0
Ooze The,38,sega_megadrive,Action,3.8684210526315788
Open Season,63,ps2,Action,4.538253968253968
Operation Europe - Path To Victory 1939-45,24,super_nintendo|sega_megadrive,Strategy| Role-Playing| Simulation,4.7491666666666665
Operation Logic Bomb,27,super_nintendo,Action| Shooter,4.593333333333334
Operation Secret Storm,6,nes,Action,4.33
Operation Thunderbolt,9,super_nintendo,Action| Light-Gun Shooter,5.0
Operation Winback,77,n64|ps2,Action| Strategy| Shooter|Action| Adventure,4.453506493506493
Operation Winback 2 - Project Poseidon,25,ps2,Action| Adventure,4.2
Operation Wolf,41,nes,Action| First-Person Shooter,4.440731707317073
Operative The - No One Lives Forever,34,ps2,Action| First-Person Shooter,4.496470588235294
Orb 3D,7,nes,Action| Strategy| Puzzle,4.86
Ore No Ryouri,194,ps_one,Simulation,4.57
Orphen - Scion Of Sorcery,46,ps2,Action| Adventure| Role-Playing,4.7402173913043475
Oscar,23,super_nintendo,Action| Platformer,4.478260869565218
Othello,28,nes,Strategy| Trivia/Board Game,4.679642857142857
Othello World,12,super_nintendo,Trivia/Board Game,4.58
Otoboke Ninja Colosseum,5,super_nintendo,Action,4.8
Otogirisou,26,super_nintendo,Adventure,4.65
Ottifants The,19,sega_megadrive,Platformer,4.8978947368421055
Out Of This World,74,super_nintendo|sega_megadrive,Platformer| Action-Adventure,4.673648648648649
Out To Lunch,17,super_nintendo,Action| Platformer,4.5858823529411765
Outer World,16,super_nintendo,Platformer| Action-Adventure,4.88
Outlander,35,super_nintendo|sega_megadrive,Action| Adventure| Driving/Racing,4.8022857142857145
Outlanders,5,nes,Action| Role-Playing,5.0
Outlaw Golf,8,ps2,Action| Sports,4.75
Outlaw Golf 2,27,ps2,Sports,4.704074074074074
Outlaw Tennis,31,ps2,Tennis,4.645161290322581
Outlaw Volleyball,81,ps2,Sports,4.415925925925925
Outlaws Of The Lost Dynasty,5,sega_saturn,Fighting,5.0
Outrun,137,sega_megadrive,Driving/Racing,4.6786131386861305
Outrun 2006 - Coast 2 Coast,132,ps2,Driving/Racing,4.573636363636364
Outrun 2019,38,sega_megadrive,Action| Driving/Racing,4.395789473684211
Outrunners,36,sega_megadrive,Driving/Racing,4.750277777777778
Outtrigger,43,sega_dreamcast,Action| Shooter| First-Person Shooter,4.511395348837209
Over Drivin' Iv,18,ps_one,Driving/Racing| Simulation,4.67
Over Horizon,20,nes,Action| Shooter,4.8
Overblood,60,ps_one,|Action| Adventure,4.8341666666666665
Overboard!,288,ps_one,Action| Strategy,4.66
Overlord,8,nes,Strategy,4.88
P.K.'S Math Studio 1,1039,ps_one,Shoot Em Up,4.17
P.K.'S Place 1 - Party On The Patio!,678,ps_one,Sports| Basketball,4.0
P.K.'S Place 2 - Hoopo At Sea,4,ps_one,Driving/Racing,5.0
P.K.'S Place 3 - Carlos At The Races!,4,ps_one,Action,5.0
P.O.W. - Prisoners Of War,70,nes,Action| Brawler,4.440285714285715
P.T.O. Iv - Pacific Theater Of Operations,89,ps2,Strategy,3.87
P3 - Persona 3,81,ps2,Role-Playing| Simulation,4.36
Pac-Attack,50,super_nintendo|sega_megadrive,Strategy| Puzzle,4.7776
Pac-In-Time,44,super_nintendo,Action| Platformer,4.521590909090909
Pac-Land,26,nes,Action,3.96
Pac-Man,387,nes,Strategy| Puzzle,4.468992248062016
Pac-Man 2 - The New Adventures,294,super_nintendo|sega_megadrive,Adventure| Puzzle,4.428639455782313
Pac-Man Fever,202,ps2,Minigame Collection,4.21
Pac-Man World 2,391,ps2,Platformer,4.39
Pac-Man World Rally,218,ps2,Action| Driving/Racing,4.08
Pac-Mania,40,sega_megadrive|nes,Action,4.8985
Pachi-Slot Kanzen Kouryaku - Universal Shindai Nyuuka Volume 1,6,super_nintendo,Trivia/Board Game,5.0
Pachi-Slot Kenkyuu,4,super_nintendo,Trivia/Board Game,5.0
Pachi-Slot Love Story,4,super_nintendo,Trivia/Board Game,5.0
Pachi-Slot Monogatari - Pal Kougyou Special,4,super_nintendo,Trivia/Board Game,5.0
Pachi-Slot Monogatari - Universal Special,5,super_nintendo,Trivia/Board Game,5.0
Pachinko Challenger,4,super_nintendo,Trivia/Board Game,5.0
Pachinko Fan - Shouri Sengen,4,super_nintendo,Minigame Collection| Gambling,5.0
Pachinko Maruhi Hisshouhou,7,super_nintendo,Trivia/Board Game,4.0
Pachinko Monogatari - Pachi-Slot Mo Aru Deyo!!,9,super_nintendo,Trivia/Board Game,5.0
Pachinko Monogatari 2 - Nagoya Shachihoko No Teiou,5,super_nintendo,Trivia/Board Game,5.0
Pachinko Wars,5,super_nintendo,Trivia/Board Game,4.8
Pachinko Wars Ii,7,super_nintendo,Trivia/Board Game,5.0
Pacific Theater Of Operations,41,super_nintendo|sega_megadrive,Strategy|Strategy| Simulation,4.783170731707317
Pacific Theater Of Operations Ii,30,super_nintendo,Strategy| Simulation,4.87
Packy & Marlon,5,super_nintendo,Educational| Platformer,5.0
Pagemaster The,58,super_nintendo|sega_megadrive,Action,4.757931034482758
Paladin'S Quest,26,super_nintendo,Role-Playing,4.77
Palamedes,11,nes,Strategy,4.909090909090909
Palamedes 2 - Star Twinkles,5,nes,Strategy| Puzzle,5.0
Pandemonium,31,sega_saturn,Action| Platformer,4.65
Pandemonium!,354,ps_one|sega_saturn,Action| Platformer,4.647118644067796
Pandemonium! 2,101,ps_one,Action| Platformer,4.44
Panel De Pon,99,super_nintendo,Puzzle,4.643939393939394
Panic In Nakayoshi World,21,super_nintendo,Action,4.811428571428571
Panic Restaurant,39,nes,Action| Platformer,4.643076923076923
Panorama Cotton,14,sega_megadrive,Shooter,4.86
Panzer Bandit,223,ps_one,Action| Brawler,4.52
Panzer Dragoon,271,sega_saturn,Action| Shooter,4.655830258302583
Panzer Dragoon 2 Zwei,842,sega_saturn,Action,4.115320665083135
Panzer Dragoon Saga Cd1,75,sega_saturn,Role-Playing,4.65
Panzer Dragoon Saga Cd2,49,sega_saturn,Role-Playing,4.9
Panzer Dragoon Saga Cd3,15,sega_saturn,Role-Playing,4.929999999999999
Panzer Dragoon Saga Cd4,15,sega_saturn,Role-Playing,4.929999999999999
Panzer Dragoon Zwei,18,sega_saturn,Action,4.89
Panzer Front,192,ps_one|sega_dreamcast,|Action| Simulation,4.55359375
Panzer General,44,ps_one,Strategy,4.64
Paperboy,153,n64|sega_megadrive|nes,Action| Driving/Racing,4.668104575163398
Paperboy 2,131,super_nintendo|sega_megadrive|nes,Action| Driving/Racing,4.6843511450381685
Parappa The Rapper,977,ps_one,Music/Rhythm,4.420982599795292
Parappa The Rapper 2,161,ps2,Action| Music/Rhythm,4.75
Parasite Eve,1237,ps_one,Action| Adventure| Role-Playing,4.687113985448666
Parasite Eve 2,992,ps_one,Action| Adventure| Role-Playing,4.693870967741935
Parasite Eve Ii,996,ps_one,Action| Adventure| Role-Playing,4.678985943775101
Paris-Dakar Rally,44,ps2,Driving/Racing,4.408181818181817
Paris-Dakar Rally Special,8,nes,Action| Adventure| Driving/Racing| Platformer| Shoot Em Up,4.38
Parlor! Mini - Pachinko Jikki Simulation Game,14,super_nintendo,Minigame Collection,4.572857142857143
